Company Name,Website,Email,Phone,Fax,Address
CWA GmbH,www.cwa.de,info@cwa.de,494298000000.0,4942980000000.0,CWA GmbHKorbmacherweg 328865 LilienthalDeutschland
CyberOptics Corporation,www.cyberoptics.com,info@cyberoptics.com,17635425000.0,17635425100.0,~180
Cybord,www.cybord.ai,info@cybord.ai,972506000000.0,1266744332.0,N/A
D. Mengemann Spanntechnik GmbH,www.d-mengemann-spanntechnik.com,D-Mengemann-Spanntechnik@t-online.de,4969769239.0,49697681244.0,D. Mengemann Spanntechnik GmbHOberhöchstädter Weg 28 A60488 FrankfurtDeutschland
DAGE Deutschland GmbH,www.nordson.com,N/A,190542.0,N/A,N/A
Dahms Maschinenhandel,werkzeugmaschinen-haendler.de,info@werkzeugmaschinen-haendler.de,499081000000.0,499081000000.0,Dahms MaschinenhandelStollberger Str. 3486720 NördlingenDeutschland
Dalektron GmbH,www.dalektron.de,info@dalektron.de,496103000000.0,49610300000000.0,Dalektron GmbHDaimlerstr. 12 -1463303 DreieichDeutschland
Dalmec GmbH,www.dalmec.com,info@dalmec.de,49809590910.0,498096000000.0,Dalmec GmbHMichael-Kometer-Ring 285653 AyingDeutschland
Danfoss GmbH Gebäudetechnik,www.danfoss.de,info@danfoss.de,496989020.0,49698902319.0,Danfoss GmbH GebäudetechnikCarl-Legien-Str. 863073 OffenbachDeutschland
Danfoss GmbH,www.danfoss.de,info@danfoss.de,496989020.0,49698902319.0,Danfoss GmbH GebäudetechnikCarl-Legien-Str. 863073 OffenbachDeutschland
DANVOR GmbH,www.danvor.ch,fenix@danvor.ch,41447105697.0,41447105694.0,DANVOR GmbHRütistr. 208134 AdliswilSchweiz
Dassault Systèmes,www.3ds.com,N/A,4989960000000.0,4989960000000.0,Dassault SystèmesJoseph-Wild-Str. 2081829 MünchenDeutschland
DATA I/O GmbH,www.data-io.com,info@data-io.com,4989858580.0,49898585810.0,DATA I/O GmbHAm Haag 1082166 GräfelfingDeutschland
DataCAD Software & Service GmbH,info@datacad.de,N/A,496715000000.0,455545.0,N/A
Datacolor Belgie BVBA,http://industrial.datacolor.com,N/A,3292438739.0,179050.0,N/A
Datafox GmbH,www.datafox.de,info@datafox.de,49369675950.0,493697000000.0,Datafox GmbHDermbacher Str. 12-1436419 GeisaDeutschland
Datalogic S.r.l Niederlassung Central Europe,www.datalogic.com,info.adc.de@datalogic.com,4970240000000.0,173271.0,N/A
DATRON AG,www.datron.de,info@datron.de,49615114190.0,496151000000.0,DATRON AGIn den Gänsäckern 564367 MühltalDeutschland
Dätwyler Cables Bereich der Dätwyler Schweiz AG,http://www.datwyler.com,cable.swiss@daetwyler.ch,41418751900.0,41418751870.0,Dätwyler Cables Bereich der Dätwyler Schweiz AGGotthardstr. 316460 AltdorfSchweiz
Daxner GmbH Headquarters,www.daxner.com,office@daxner.com,437242000000.0,4372420000000.0,Daxner GmbH HeadquartersVogelweiderstr. 414600 WelsÖsterreich
db-matik GmbH Engineering . Automation,www.db-matik.com,info@db-matik.de,499462000000.0,4994620000000.0,db-matik GmbH Engineering . AutomationTuronstr. 1393426 RodingDeutschland
dbh Logistics IT AG Zentrale,www.dbh.de,info@dbh.de,49421309020.0,494213000000.0,dbh Logistics IT AG ZentraleMartinistr. 4728195 BremenDeutschland
DBL Deutsche Berufskleider-Leasing GmbH,https://www.dbl.de/,info@dbl.de,499120000000.0,49912000000000.0,DBL Deutsche Berufskleider-Leasing GmbHAlbert-Einstein-Str. 3090513 ZirndorfDeutschland
DCT Czech s.r.o.,http://www.dct.cleaning/de/,rp@dct.cleaning,420737000000.0,8567921.0,N/A
Debus Druckluft-Vakuumtechnik GmbH,www.debus-gmbh.de,info@debus-gmbh.de,49205192040.0,492052000000.0,Debus Druckluft-Vakuumtechnik GmbHBessemerstr. 1842551 VelbertDeutschland
N/A,https://prozesstechnik.industrie.de/,N/A,870771.0,N/A,N/A
N/A,www.dekra.de,kundencenter@dekra.com,4971180000000.0,4971180000000.0,46
DEKRA e.V.,www.dekra.de,info@dekra.com,4971178610.0,4971180000000.0,DEKRA e.V.Handwerkstr. 1570565 StuttgartDeutschland
DELO Industrie Klebstoffe GmbH & Co. KGaA,www.delo.de,info@delo.de,49819399000.0,4981940000000.0,DELO Industrie Klebstoffe GmbH & Co. KGaADelo-Allee 186949 WindachDeutschland
Delphin Technology AG,www.delphin.de,info@delphin.de,492205000000.0,4922050000000.0,Delphin Technology AGLustheide 8151427 Bergisch GladbachDeutschland
Delta Barth Systemhaus GmbH,www.delta-barth.de,info@delta-barth.de,49372271700.0,493723000000.0,Delta Barth Systemhaus GmbHLudwig-Richter-Str. 309212 Limbach-OberfrohnaDeutschland
Delta Electronics (Netherlands) BV,www.delta-emea.com,info@deltaww.com,31208003900.0,31208003999.0,Delta Electronics (Netherlands) BVZandsteen 152132 MZ HoofddorpNiederlande
Delta Line SA,www.delta-line.com,info@delta-line.com,41916128500.0,41916128519.0,Delta Line SAvia Industria 166814 LamoneSchweiz
DELTARAY BV,www.deltaray.eu,info@deltaray.eu,32494560126.0,11113530.0,N/A
Delvitech SA,www.delvi.tech/,info@delvi.tech,41916460778.0,776862.0,N/A
demmel products gmbh,www.demmel.com,info@demmel.com,43168947000.0,431689000000.0,demmel products gmbhAn der Hölle 311100 WienÖsterreich
Demmeler Maschinenbau GmbH & Co. KG,www.demmeler.com,info@demmeler.com,49833598590.0,498336000000.0,Demmeler Maschinenbau GmbH & Co. KGAlpenstr. 1087751 HeimertingenDeutschland
Denios SE,www.denios.de,info@denios.de,4957317530.0,495732000000.0,Denios SEDehmer Str. 54-6632549 Bad OeynhausenDeutschland
Denz Design GmbH,www.denzdesign.ch,info@denzdesign.ch,41449416466.0,88606.0,N/A
Deprag Schulz GmbH u. Co.,www.deprag.com,info@deprag.de,4996213710.0,499621000000.0,Deprag Schulz GmbH u. Co.Carl-Schulz-Platz 192224 AmbergDeutschland
DepraTechnik GmbH & CO. KG,www.depratechnik.de,info@depratechnik.de,4993240000000.0,4993240000000.0,DepraTechnik GmbH & CO. KGAm Spieß 497346 IphofenDeutschland
Derichs GmbH,www.derichs.de,info@derichs.de,492452000000.0,4924520000000.0,Derichs GmbHDaimlerstr. 25 -2852531 Übach-PalenbergDeutschland
DesignTech Jürgen R. Schmid,www.designtech.eu,info@designtech.eu,49707391890.0,497074000000.0,DesignTech Jürgen R. SchmidZeppelinstr. 5372119 AmmerbuchDeutschland
Desoutter GmbH,www.desoutter.de,desoutter.gmbh@desouttertools.com,496181000000.0,496181000000.0,Desoutter GmbHEdmund-Seng-Str. 3 -563477 MaintalDeutschland
DETAKTA GmbH & Co.KG ISOLIER-u.MESSTECHNIK,www.detakta.de,info@detakta.de,49405295470.0,494053000000.0,DETAKTA GmbH & Co.KG ISOLIER-u.MESSTECHNIKHans-Böckler-Ring 1922851 NorderstedtDeutschland
Detlev Hofmann GmbH Präzisionsmaschinenbau,www.detlevhofmann.de,info@detlevhofmann.de,497231000000.0,4972310000000.0,Detlev Hofmann GmbH PräzisionsmaschinenbauRastatter Str. 3675179 PforzheimDeutschland
Deublin GmbH,www.deublin.com,info@deublin.de,4961310000000.0,4964340000000.0,Deublin GmbHFlorenz Allee 155129 MainzDeutschland
Deutsche Bank Privat- und Geschäftskunden AG,www.deutsche-bank.de,deutsche.bank@db.com,496991000.0,496991000000.0,Deutsche Bank Privat- und Geschäftskunden AGTheodor-Heuss-Allee 7260486 FrankfurtDeutschland
Deutsche Lichtmiete GmbH,www.deutsche-lichtmiete.de,info@deutsche-lichtmiete.de,494412000000.0,4944120000000.0,Deutsche Lichtmiete GmbHLindenallee 5026122 OldenburgDeutschland
Deutsche Messe AG,www.messe.de,info@messe.de,49511890.0,495119000000.0,Deutsche Messe AGMessegelände30521 HannoverDeutschland
Deutsche MTM-Gesellschaft Industrie- und Wirtschaftsberatung mbH,www.mtm.org,contact@mtm.org,49408227790.0,494082000000.0,Deutsche MTM-Gesellschaft Industrie- und Wirtschaftsberatung mbHElbchaussee 35222609 HamburgDeutschland
Deutschmann Automation GmbH & Co. KG,www.deutschmann.de,info@deutschmann.de,49643494330.0,496435000000.0,Deutschmann Automation GmbH & Co. KGCarl-Zeiss-Str. 865520 Bad CambergDeutschland
DGQ Deutsche Gesellschaft für Qualität e.V.,www.dgq.de,info@dgq.de,4969954240.0,496995000000.0,DGQ Deutsche Gesellschaft für Qualität e.V.August-Schanz-Str. 21 A60433 FrankfurtDeutschland
DGZfP Ausbildung und Training GmbH,www.dgzfp.de,ausbildung@dgzfp.de,493068000000.0,493068000000.0,DGZfP Ausbildung und Training GmbHMax-Planck-Str. 612489 BerlinDeutschland
DHC Dr. Herterich & Consultants GmbH,http://www.dhc-gmbh.com,info@dhc-gmbh.com,49681936660.0,496819000000.0,DHC Dr. Herterich & Consultants GmbHLandwehrplatz 6-766111 SaarbrückenDeutschland
dhs Dietermann & Heuser Solution GmbH,www.dhssolution.com,vertrieb@dhssolution.com,49277991200.0,492780000000.0,dhs Dietermann & Heuser Solution GmbHHerborner Str. 5035753 GreifensteinDeutschland
dhw solutions GmbH,www.dhw-solutions.com,kontakt@dhw-solutions.com,495119000000.0,4951190000000.0,dhw solutions GmbHKurze-Kamp-Str. 1 b30659 HannoverDeutschland
di-soric GmbH & Co. KG,www.di-soric.com,info@di-soric.com,49718198790.0,4971820000000.0,di-soric GmbH & Co. KGSteinbeisstr. 673660 UrbachDeutschland
Diamant Software GmbH & Co. KG,www.diamant-software.de,info@diamant-software.de,49521942600.0,495219000000.0,Diamant Software GmbH & Co. KGStadtring 233647 BielefeldDeutschland
Diametal AG,www.diametal.com,daniel.kruse@diametal.ch,41323443333.0,41323443344.0,Diametal AGSolothurnstr. 1362500 Biel/Bienne 6Schweiz
Diamond GmbH,www.shop.diamond.de,info@diamond.de,49711790890.0,497118000000.0,Diamond GmbHLeinfelder Str. 6470771 Leinfelden-EchterdingenDeutschland
Diapharm GmbH,www.diapharm.com,info@diapharm.de,49251609350.0,4925160000000.0,Diapharm GmbHHafenweg 18 -2048155 MünsterDeutschland
DIAS Infrared GmbH,www.dias-infrared.de,info@dias-infrared.de,49351896740.0,493519000000.0,DIAS Infrared GmbHPforzheimer Str. 2101189 DresdenDeutschland
Die Norm GmbH,www.dienorm.de,info@dienorm.de,4940660046.0,49406684064.0,Die Norm GmbHJenfelder Str. 7422045 HamburgDeutschland
Die TUM Campus Heilbronn gGmbH,www.wi.tum.de,N/A,274076.0,N/A,N/A
dieEntwickler Elektronik GmbH,www.dieentwickler.at,office@dieentwickler.at,437263000000.0,437263000000.0,dieEntwickler Elektronik GmbHLinzer Str. 44283 Bad ZellÖsterreich
DIEFFENBACHER GmbH Maschinen- und Anlagenbau,http://www.dieffenbacher.de,info@dieffenbacher.de,497262650.0,49726265108.0,DIEFFENBACHER GmbH Maschinen- und AnlagenbauHeilbronner Str. 2075031 EppingenDeutschland
Dieterle Spezialwerkzeuge GmbH,www.dieterle-tools.de,info@dieterle-tools.de,49741942050.0,4974143471.0,Dieterle Spezialwerkzeuge GmbHPredigerstr. 5678628 RottweilDeutschland
Dietrich Engineering Consultants SA,www.dec-group.de,info@dec-group.ch,41216942040.0,41216942059.0,Dietrich Engineering Consultants SAChemin du Dévent1024 EcublensSchweiz
DIG GmbH,www.dig-gmbh.at,office@dig-gmbh.at,43732615110.0,437062000000.0,DIG GmbHWildbergstr. 324040 LinzÖsterreich
Digitaltest Gesellschaft für elektronische Testsysteme mbH,www.digitaltest.com,info@digitaltest.de,49724496400.0,497245000000.0,Digitaltest Gesellschaft für elektronische Testsysteme mbHLorenzstr. 376297 StutenseeDeutschland
Dina Elektronik GmbH,www.dina.de,info@dina.de,49702295170.0,497023000000.0,Dina Elektronik GmbHEsslinger Str. 8472649 WolfschlugenDeutschland
Dinnissen BV,www.dinnissen.nl,powtech@dinnissen.nl,31774673555.0,31774673785.0,Dinnissen BVHorsterweg 665975 NB SevenumNiederlande
Dinse G.m.b.H. Schweisstechnik,www.dinse.eu,info@dinse-gmbh.com,4940658750.0,494066000000.0,Dinse G.m.b.H. SchweisstechnikTarpen 3622419 HamburgDeutschland
diondo GmbH,www.diondo.com,info@diondo.com,4923240000000.0,4923240000000.0,diondo GmbHRuhrallee 1445525 HattingenDeutschland
DIOSNA Dierks & Söhne GmbH,www.diosna.de,info@diosna.de,49541331040.0,495413000000.0,DIOSNA Dierks & Söhne GmbHAm Tie 2349086 OsnabrückDeutschland
DIRAK Dieter Ramsauer Konstruktionselemente GmbH,www.dirak.com,info@dirak.de,4923338370.0,492334000000.0,DIRAK Dieter Ramsauer Konstruktionselemente GmbHKönigsfelder Str. 158256 EnnepetalDeutschland
Diskus Werke AG,diskus-werke-ag.dvs-gruppe.com,info@diskus-werke.ag,49692400080.0,4960740000000.0,Diskus Werke AGJohannes-Gutenberg-Str. 163128 DietzenbachDeutschland
DISTEC GmbH Vertrieb von elektronischen Bauelementen,www.distec.de,info@distec.de,49898943630.0,4989890000000.0,DISTEC GmbH Vertrieb von elektronischen BauelementenAugsburger Str. 2 b82110 GermeringDeutschland
Distrelec GmbH,www.distrelec.de,verkauf@distrelec.de,4942136540.0,491805000000.0,Distrelec GmbHLise-Meitner-Str. 428359 BremenDeutschland
"Distrelec Schweiz, Zweigniederl der Distrelec Group AG",www.distrelec.de,verkauf@distrelec.de,4942136540.0,491805000000.0,Distrelec GmbHLise-Meitner-Str. 428359 BremenDeutschland
DIVA Sprühtechnik GmbH,www.diva-duesen.de,info@diva-duesen.de,49408517090.0,494085000000.0,DIVA Sprühtechnik GmbHSchnackenburgallee 1322525 HamburgDeutschland
Dixi Polytool S.A.,www.dixipolytool.ch,dixipoly@dixi.ch,41329335444.0,41329318916.0,Dixi Polytool S.A.Av. Technicum 372400 LE LOCLESchweiz
DKSH Schweiz AG,info@dksh.com,N/A,4113867282.0,88008.0,N/A
DLG e.V.,www.dlg.org,info@dlg.org,4969247880.0,496925000000.0,DLG e.V.Eschborner Landstr. 12260489 FrankfurtDeutschland
DM Procurement Consulting LLC Dieter Massek,www.dm-procurement.com,dmassek@comcast.net,12035122811.0,12038491558.0,DM Procurement Consulting LLC Dieter MassekLewis Drive 5606877 RidgefieldUSA
DMB Apparatebau GmbH,www.dmb-apparatebau.de,info@dmb-apparatebau.de,49673293700.0,496733000000.0,DMB Apparatebau GmbHSpiesheimer Weg 25 a55286 WörrstadtDeutschland
DMB Technics AG,www.dmbtechnics.com,info@dmbtechnics.com,41417843090.0,41417843099.0,DMB Technics AGBösch 416331 HünenbergSchweiz
DMG MORI AG,www.dmgmori.com,info@dmgmori.com,4971539340.0,497154000000.0,DMG MORI Global Marketing GmbHAntoniusstr. 1473249 Wernau (Neckar)Deutschland
DMG MORI Global Marketing GmbH,www.dmgmori.com,info@dmgmori.com,4971539340.0,497154000000.0,DMG MORI Global Marketing GmbHAntoniusstr. 1473249 Wernau (Neckar)Deutschland
DMG MORI SEIKI Europe AG Global Headquarter,www.dmgmori.com,info@dmgmori.com,4971539340.0,497154000000.0,DMG MORI Global Marketing GmbHAntoniusstr. 1473249 Wernau (Neckar)Deutschland
DMT Produktentwicklung GmbH,www.dmtpe.com,info@dmtpe.com,497033000000.0,4970330000000.0,DMT Produktentwicklung GmbHCarl-Benz-Str. 2471154 NufringenDeutschland
DOCERAM GmbH,www.doceram.com,info@doceram.com,492319000000.0,4923190000000.0,DOCERAM GmbHHeßlingsweg 65-6744309 DortmundDeutschland
DOK GmbH Dienstleistungen für Organisation und Logistik,www.dok-gmbh.de,N/A,497063000000.0,20171720.0,N/A
dolde engineering,www.dolde.net,mail@dolde.net,49.0,1672636.0,N/A
Dolmen Design & Innovation Ltd.,dolmen.ie,info@dolmen.ie,35318794000.0,114.0,N/A
N/A,www.domino-deutschland.de,info@domino-deutschland.de,496134000000.0,49613425055.0,Domino Deutschland GmbHLorenz-Schott-Str. 355252 Mainz-KastelDeutschland
Donaldson Filtration Deutschland GmbH,www.emea.donaldson.com,info@ultrafilter.de,4921295690.0,492130000000.0,Donaldson Filtration Deutschland GmbHBüssingstr. 142781 HaanDeutschland
Dönges GmbH & Co. KG,www.doenges-rs.de,info@doenges-rs.de,49219156260.0,4921920000000.0,Dönges GmbH & Co. KGJägerwald 1142897 RemscheidDeutschland
N/A,www.normstahl.com/de-de,info@normstahl.com,49811998650.0,1946.0,doors and parts Germany GmbHAm Söldnermoos 1785399 HallbergmoosDeutschland
Dörken Coatings GmbH & Co. KG,www.doerken.de,coatings@doerken.de,492330630.0,49233092658.0,ca. 1.000 Mitarbeiter weltweit
Dormer Pramet,www.dormerpramet.com,pramet.info.de@pramet.com,4991320000000.0,49913200000000.0,Dormer PrametAm Weichselgarten 3491058 ErlangenDeutschland
Dorstener Drahtwerke H. W. Brune & Co. GmbH,www.dorstener-drahtwerke.de,info@dorstener-drahtwerke.de,49236220990.0,49236226395.0,Dorstener Drahtwerke H. W. Brune & Co. GmbHMarler Str. 10946282 DorstenDeutschland
Dostmann electronic GmbH,dostmann-electronic.de,info@dostmann-electronic.de,49934230890.0,49934230894.0,Dostmann electronic GmbHWaldenbergweg 3 b97877 WertheimDeutschland
DP Technology Germany GmbH,www.espritcam.com/de-de,esprit@dptechnology.de,499513000000.0,4995130000000.0,DP Technology Germany GmbHKirschäckerstr. 2396052 BambergDeutschland
DPV Elektronik Service GmbH,www.dpv-elektronik.de,info@dvp-elektronik.de,49726291630.0,497263000000.0,DPV Elektronik Service GmbHHerrengrundstr. 175031 EppingenDeutschland
DQS GmbH Dt. Gesellschaft zur Zertifizierung von Managementsystemen,www.dqs.de,info@dqs.de,4969954270.0,496995000000.0,200 Mitarbeiter
DQS Medizinprodukte GmbH,www.dqs.de,info@dqs.de,4969954270.0,496995000000.0,DQS Medizinprodukte GmbHAugust-Schanz-Str. 2160433 FrankfurtDeutschland
Dr. Boy GmbH & Co. KG,www.dr-boy.de,info@dr-boy.de,4926833070.0,49268332771.0,Dr. Boy GmbH & Co. KGNeschener Str. 653577 NeustadtDeutschland
Dr. Dietrich Müller GmbH,www.mueller-ahlhorn.com,info@mueller-ahlhorn.com,49443597100.0,494436000000.0,Dr. Dietrich Müller GmbHZeppelinring 1826197 GroßenknetenDeutschland
Dr. Eilebrecht SSE GmbH & Co. KG,www.eilebrecht.de,info@eilebrecht.de,497153000000.0,4971530000000.0,Dr. Eilebrecht SSE GmbH & Co. KGMollenbachstr. 1971229 LeonbergDeutschland
Dr. Erich Tretter Maschinenelemente GmbH & Co.,www.tretter.de,info@tretter.de,497162000000.0,497161.0,Dr. Erich Tretter Maschinenelemente GmbH & Co.Am Desenbach 1073098 RechberghausenDeutschland
Dr. Födisch Umweltmesstechnik AG,www.foedisch.de,info@foedisch.de,49342057550.0,493421000000.0,Dr. Födisch Umweltmesstechnik AGZwenkauer Str. 15904420 MarkranstädtDeutschland
Dr. Heinrich Schneider Messtechnik GmbH,www.dr-schneider.de,info@dr-schneider.de,4967129102.0,49671291200.0,Dr. Heinrich Schneider Messtechnik GmbHRotlaymühle55545 Bad KreuznachDeutschland
Dr. Hönle AG,www.hoenle.de,uv@hoenle.de,49810520830.0,4981050000000.0,Dr. Hönle AGNicolaus-Otto-Str. 282205 GilchingDeutschland
Dr. Johannes Heidenhain GmbH,www.heidenhain.de,eingangsrechnungen@heidenhain.de,498669310.0,49866938609.0,Dr. Johannes Heidenhain GmbHDr.-Johannes-Heidenhain-Str. 583301 TraunreutDeutschland
Dr. Osypka GmbH,www.osypka.de,mail@osypka.de,49762374050.0,4976240000000.0,Dr. Osypka GmbHEarl-H.-Wood-Str. 179618 RheinfeldenDeutschland
Dr. TRESKY AG,www.tresky.com,tresky@tresky.com,4117721941.0,4117721949.0,Dr. TRESKY AGBoehnirainstr. 138800 ThalwilSchweiz
Dr. Werner Röhrs GmbH & Co. KG,www.roehrs.de,info@roehrs.de,4983216140.0,498322000000.0,Dr. Werner Röhrs GmbH & Co. KGOberstdorfer Str. 11-1587527 SonthofenDeutschland
Dr.Starke-Managementsysteme GmbH,www.drsm.de,info@drsm.de,493716000000.0,493716000000.0,Dr.Starke-Managementsysteme GmbHUferstr. 4609126 ChemnitzDeutschland
Dr. Thiedig GmbH & Co. KG,http://www.thiedig.com,info@thiedig.com,49304977690.0,493050000000.0,Dr. Thiedig GmbH & Co. KGPrinzenallee 78- 7913357 BerlinDeutschland
Dräger Safety AG & Co. KGaA,www.draeger-safety.de,info@draeger.com,494518820.0,498823779.0,Dräger Safety AG & Co. KGaARevalstr. 123560 LübeckDeutschland
Drägerwerk AG & Co. KGaA,www.draeger.com,info@draeger.com,494518820.0,498823779.0,Drägerwerk AG & Co. KGaAMoislinger Allee 53-5523558 LübeckDeutschland
Dreherei Peter Karp GmbH,info@dreherei-karp.de,N/A,49228454498.0,8253844.0,N/A
Dreigeist GbR,www.dreigeist.com,info@dreigeist.com,4991190000000.0,4991190000000.0,Dreigeist GbRNordostpark 8990411 NürnbergDeutschland
N/A,www.dresselhaus.de,info@dresselhaus.de,4952219320.0,495222000000.0,700 Mitarbeiter
DRUCK & TEMPERATUR Leitenberger GmbH,www.leitenberger.de,dt-info@leitenberger.de,497122000000.0,4971220000000.0,DRUCK & TEMPERATUR Leitenberger GmbHBahnhofstr.72138 KirchentellinsfurtDeutschland
Druckflex-Kuchenbrod GmbH,www.druckflex.de,info@druckflex.de,49602897470.0,496029000000.0,Druckflex-Kuchenbrod GmbHKarolinenstr. 3 -563834 SulzbachDeutschland
Duboschweitzer GmbH,www.duboschweitzer.de,info@duboschweitzer.de,492365000000.0,492364000000.0,Duboschweitzer GmbHAnnabergstr. 5945721 Haltern am SeeDeutschland
DÜCHTING PUMPEN Maschinenfabrik GmbH & Co. KG,www.duechting.com,info@duechting.com,4923029690.0,492303000000.0,DÜCHTING PUMPEN Maschinenfabrik GmbH & Co. KGWilhelm-Düchting-Str. 2258453 WittenDeutschland
Dunkermotoren GmbH,www.dunkermotoren.de,info@dunkermotoren.de,4977039300.0,497704000000.0,Dunkermotoren GmbHAllmendstr. 1179848 Bonndorf im SchwarzwaldDeutschland
Dunlop Protective Footwear Zentrale Hevea bv,www.dunlopboots.com,info@dunlopboots.com,31572341550.0,31572362206.0,Dunlop Protective Footwear Zentrale Hevea bvBoeierstraat 128102 HS RaalteNiederlande
DURIT Hartmetall GmbH,www.durit.de,info@durit.de,49202551090.0,492026000000.0,DURIT Hartmetall GmbHLinderhauser Str. 13942279 WuppertalDeutschland
Dürr Systems AG,http://www.durr.de/karriere,corpcom@durr.com,497142780.0,497143000000.0,Dürr Systems AGCarl-Benz-Str. 3474321 Bietigheim-BissingenDeutschland
DVS e.V. Deutscher Verband für Schweißen u.verw.Verfahren,www.die-verbindungs-spezialisten.de,info@dvs-hg.de,4921115910.0,492112000000.0,DVS e.V. Deutscher Verband für Schweißen u.verw.VerfahrenAachener Str. 17240223 DüsseldorfDeutschland
EntServ Deutschland GmbH,http://www.dxc.technology,cdx-info@dxc.com,497031140.0,3271034.0,N/A
DYMAX Europe GmbH,www.dymax.de,abolz@dymax.com,496120000000.0,496120000000.0,DYMAX Europe GmbHKasteler Str. 4565203 WiesbadenDeutschland
DYNAinstruments GmbH,www.dynatechnik.com,info@dynainstruments.com,49407901850.0,494079000000.0,DYNAinstruments GmbHTempowerkring 721079 HamburgDeutschland
DYNAMIC SYSTEMS GMBH,www.dynamic-systems.de,info@dynamic-systems.de,49815390960.0,498154000000.0,DYNAMIC SYSTEMS GMBHInninger Str. 1182237 WörthseeDeutschland
Dynatect-Halltech GmbH,www.dynatect.de,info@dynatect.de,498123000000.0,4981230000000.0,Dynatect-Halltech GmbHHallbergmooser Str. 585445 OberdingDeutschland
Dynetics GmbH,www.dynetics.de,sales@dynetics.de,492157000000.0,492157000000.0,Dynetics GmbHKlostergasse 641334 NettetalDeutschland
Dyson GmbH,www.dyson.de,infoline@dyson.de,49221506000.0,4922150000000.0,Dyson GmbHLichtstr. 43 e50825 KölnDeutschland
ek Robotics GmbH,www.ek-automation.com,info.indumat@ek-automation.com,4971215140.0,497122000000.0,E&K AUTOMATION GmbH Werk ReutlingenSiemensstr. 372766 ReutlingenDeutschland
E + H Gross GmbH,gross-schaltschrankbau.de,info@ehgross.de,49715696500.0,497157000000.0,E + H Gross GmbHSchuckertstr. 1771254 DitzingenDeutschland
e-mobil BW GmbH Landesagentur für Elektromobilität und Brennstoffzellentechnologie,www.e-mobilbw.de,info@e-mobilbw.de,4971190000000.0,4971190000000.0,e-mobil BW GmbH Landesagentur für Elektromobilität und BrennstoffzellentechnologieLeuschnerstr. 4570176 StuttgartDeutschland
E-proPLAST GmbH,www.e-proplast.com,info@e-proplast.com,49368340710.0,3898574.0,N/A
E-T-A Elektrotechnische Apparate GmbH,www.e-t-a.com,info@e-t-a.de,499187100.0,49918710397.0,E-T-A Elektrotechnische Apparate GmbHIndustriestr. 2-890518 AltdorfDeutschland
E. Dold & Söhne GmbH & Co. KG,www.dold.com,dold-relays@dold.com,4977236540.0,497724000000.0,E. Dold & Söhne GmbH & Co. KGBregstr. 1878120 FurtwangenDeutschland
E. Zoller GmbH & Co. KG Einstell- und Meßgeräte,https://www.zoller.info/de/home,post@zoller.info,49714489700.0,4971450000000.0,E. Zoller GmbH & Co. KG Einstell- und MeßgeräteGottlieb-Daimler-Str. 1974385 PleidelsheimDeutschland
E.L.V.I.S. Europäischer Ladungs- Verbund Internationaler Spediteure Aktiengesellschaft,elvis-ag.eu,info@elvis-ag.eu,496024000000.0,4960240000000.0,E.L.V.I.S. Europäischer Ladungs- Verbund Internationaler Spediteure AktiengesellschaftRöntgenstr. 463755 AlzenauDeutschland
E/D/E Einkaufsbüro Deutscher Eisenhändler GmbH,www.ede.de,aadolps@ede.de,4920260960.0,492026000000.0,E/D/E Einkaufsbüro Deutscher Eisenhändler GmbHEDE-Platz 142389 WuppertalDeutschland
E&K AUTOMATION GmbH Werk Reutlingen,www.ek-automation.com,info.indumat@ek-automation.com,4971215140.0,497122000000.0,E&K AUTOMATION GmbH Werk ReutlingenSiemensstr. 372766 ReutlingenDeutschland
N/A,www.epluse.com,info@epluse.com,4372356050.0,4372356058.0,E+E Elektronik Ges.m.b.h:Langwiesen 74209 EngerwitzdorfÖsterreich
N/A,www.eagleburgmann.de,info@eagleburgmann.com,498171230.0,5600.0,1884
EAP Lachnit GmbH,www.lachnit-foerdertechnik.de,info@lachnit-foerdertechnik.de,49730896980.0,497309000000.0,EAP Lachnit GmbHRobert-Bosch-Str. 789275 ElchingenDeutschland
EASY Software AG,https://easy-software.com,info@easy-software.com,49201650690.0,492017000000.0,EASY Software AGJakob-Funke-Platz 145127 EssenDeutschland
Easyfairs GmbH,www.fmb-messe.de,service@survey.info,495220000000.0,495220000000.0,Easyfairs GmbHPotsdamer Str. 21133719 BielefeldDeutschland
Eaton Electric GmbH,www.eaton.de,info@moeller.net,492286000000.0,492286000000.0,Eaton Electric GmbHHein-Moeller-Str. 7-1153115 BonnDeutschland
Eaton Industries GmbH,www.eaton.com,info-bonn@eaton.com,492286020.0,492286000000.0,Eaton Industries GmbHHein-Moeller-Str. 7-1153115 BonnDeutschland
Eaton Technologies GmbH Hydraulics Group Filtration Division,www.eaton.com,utahilgers@eaton.com,4967042040.0,496704000000.0,Eaton Technologies GmbH Hydraulics Group Filtration DivisionAn den Nahewiesen 2455450 LangenlonsheimDeutschland
A. Ebbecke Verfahrenstechnik AG,www.ebbecke-verfahrenstechnik.de,info@ebbecke-verfahrenstechnik.de,4961820000000.0,49618100000000.0,A. Ebbecke Verfahrenstechnik AGKeltenstr. 1663486 BruchköbelDeutschland
